year,newInstalledCapacity_Simulation1_Residential_[MW],newInstalledCapacity_Simulation1_Commercial_[MW],newInstalledCapacity_Simulation1_Utility_[MW],newInstalledCapacity_Simulation1_All Sector All Tech Installs_[MWdc]_[MW],newInstalledCapacity_Simulation1_Residential c-Si_[MW],newInstalledCapacity_Simulation1_Commercial c-Si_[MW],newInstalledCapacity_Simulation1_Utility c-Si_[MW],newInstalledCapacity_Simulation1_All Sector c-Si Installs_[MWdc]_[MW],ActiveCapacity_Simulation1_Residential_[MW],DecommisionedCapacity_Simulation1_Residential_[MW],ActiveCapacity_Simulation1_Commercial_[MW],DecommisionedCapacity_Simulation1_Commercial_[MW],ActiveCapacity_Simulation1_Utility_[MW],DecommisionedCapacity_Simulation1_Utility_[MW],ActiveCapacity_Simulation1_All Sector All Tech Installs_[MWdc]_[MW],DecommisionedCapacity_Simulation1_All Sector All Tech Installs_[MWdc]_[MW],ActiveCapacity_Simulation1_Residential c-Si_[MW],DecommisionedCapacity_Simulation1_Residential c-Si_[MW],ActiveCapacity_Simulation1_Commercial c-Si_[MW],DecommisionedCapacity_Simulation1_Commercial c-Si_[MW],ActiveCapacity_Simulation1_Utility c-Si_[MW],DecommisionedCapacity_Simulation1_Utility c-Si_[MW],ActiveCapacity_Simulation1_All Sector c-Si Installs_[MWdc]_[MW],DecommisionedCapacity_Simulation1_All Sector c-Si Installs_[MWdc]_[MW],Annual_DecommisionedCapacity_Simulation1_Residential_[MW],Annual_DecommisionedCapacity_Simulation1_Commercial_[MW],Annual_DecommisionedCapacity_Simulation1_Utility_[MW],Annual_DecommisionedCapacity_Simulation1_All Sector All Tech Installs_[MWdc]_[MW],Annual_DecommisionedCapacity_Simulation1_Residential c-Si_[MW],Annual_DecommisionedCapacity_Simulation1_Commercial c-Si_[MW],Annual_DecommisionedCapacity_Simulation1_Utility c-Si_[MW],Annual_DecommisionedCapacity_Simulation1_All Sector c-Si Installs_[MWdc]_[MW]
1995,9.7,,12.0,21.7,9.7,,12.0,21.7,9.7,0.0,0.0,,12.0,0.0,21.7,0.0,9.7,0.0,0.0,,12.0,0.0,21.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
1996,1.3000000000000007,,0.0,1.3000000000000007,1.3000000000000007,,0.0,1.3000000000000007,10.946617700376882,0.05338229962311836,0.0,,11.933960041703358,0.066039958296642,22.880577742080238,0.11942225791976213,10.946617700376882,0.05338229962311836,0.0,,11.933960041703358,0.066039958296642,22.880577742080238,0.11942225791976213,0.05338229962311836,,0.066039958296642,0.11942225791976213,0.05338229962311836,,0.066039958296642,0.11942225791976213
1997,2.6999999999999993,,0.0,2.6999999999999993,2.6999999999999993,,0.0,2.6999999999999993,13.585753941847813,0.11424605815218669,0.0,,11.867515386387568,0.1324846136124318,25.453269328235383,0.24673067176461672,13.585753941847813,0.11424605815218669,0.0,,11.867515386387568,0.1324846136124318,25.453269328235383,0.24673067176461672,0.060863758529068335,,0.0664446553157898,0.12730841384485458,0.060863758529068335,,0.0664446553157898,0.12730841384485458
1998,2.200000000000001,,0.0,2.200000000000001,2.200000000000001,,0.0,2.200000000000001,15.70754547364032,0.19245452635968086,0.0,,11.798038751262919,0.20196124873708143,27.505584224903238,0.3944157750967605,15.70754547364032,0.19245452635968086,0.0,,11.798038751262919,0.20196124873708143,27.505584224903238,0.3944157750967605,0.07820846820749416,,0.06947663512464963,0.1476851033321438,0.07820846820749416,,0.06947663512464963,0.1476851033321438
1999,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,15.610311426446795,0.2896885735532049,3.0,0.0,11.720301315450403,0.27969868454959723,30.3306127418972,0.5693872581028003,15.610311426446795,0.2896885735532049,3.0,0.0,11.720301315450403,0.27969868454959723,30.3306127418972,0.5693872581028003,0.09723404719352402,0.0,0.0777374358125158,0.17497148300603982,0.09723404719352402,0.0,0.0777374358125158,0.17497148300603982
2000,0.0,3.0,0.6,3.6,0.0,3.0,0.6,3.6,15.498988937751013,0.40101106224898686,5.983499980937932,0.016500019062068105,12.226078119667298,0.373921880332702,33.70856703835624,0.791432961643757,15.498988937751013,0.40101106224898686,5.983499980937932,0.016500019062068105,12.226078119667298,0.373921880332702,33.70856703835624,0.791432961643757,0.11132248869578198,0.016500019062068105,0.09422319578310479,0.22204570354095665,0.11132248869578198,0.016500019062068105,0.09422319578310479,0.22204570354095665
2001,5.7,2.6000000000000005,3.6999999999999993,12.0,5.7,2.6000000000000005,3.6999999999999993,12.0,21.0633891725826,0.5366108274174017,8.549089253965757,0.05091074603424417,15.800349724576048,0.49965027542394935,45.412828151124415,1.0871718488755846,21.0633891725826,0.5366108274174017,8.549089253965757,0.05091074603424417,15.800349724576048,0.49965027542394935,45.412828151124415,1.0871718488755846,0.13559976516841488,0.034410726972176064,0.12572839509124734,0.2957388872318276,0.13559976516841488,0.034410726972176064,0.12572839509124734,0.2957388872318276
2002,11.5,8.8,2.6999999999999993,23.0,11.5,8.8,2.6999999999999993,23.0,32.35609453466017,0.7439054653398287,17.299259487582837,0.10074051241716475,18.309966429541976,0.69003357045802,67.965320451785,1.5346795482149957,32.35609453466017,0.7439054653398287,17.299259487582837,0.10074051241716475,18.309966429541976,0.69003357045802,67.965320451785,1.5346795482149957,0.20729463792242697,0.04982976638292058,0.1903832950340707,0.44750769933941115,0.20729463792242697,0.04982976638292058,0.1903832950340707,0.44750769933941115
2003,15.6,26.6,3.5999999999999943,45.8,15.6,26.6,3.5999999999999943,45.8,47.62644941515494,1.0735505848450657,43.796825571555225,0.2031744284447754,21.64372626820404,0.9562737317959495,113.06700125491422,2.23299874508578,47.62644941515494,1.0735505848450657,43.796825571555225,0.2031744284447754,21.64372626820404,0.9562737317959495,113.06700125491422,2.23299874508578,0.329645119505237,0.10243391602761065,0.2662401613379295,0.6983191968707843,0.329645119505237,0.10243391602761065,0.2662401613379295,0.6983191968707843
2004,24.5,31.200000000000003,2.0999999999999943,57.8,24.5,31.200000000000003,2.0999999999999943,57.8,71.63190987223545,1.568090127764549,74.73505069666385,0.46494930333615514,23.377093924972407,1.3229060750275785,169.74405449387172,3.355945506128279,71.63190987223545,1.568090127764549,74.73505069666385,0.46494930333615514,23.377093924972407,1.3229060750275785,169.74405449387172,3.355945506128279,0.4945395429194832,0.26177487489137974,0.36663234323162897,1.122946761042499,0.4945395429194832,0.26177487489137974,0.36663234323162897,1.122946761042499
